,submission_date,state,new_case,caseInterpolate_MA7,caseInterpolate_savitzky31_3,caseInterpolate_gauss8,caseInterpolate_gauss3
3530,2020-05-18,HI,1,1.0,1018.2498357833697,1,1
32340,2020-05-19,HI,1,0.7142857142857143,1014.211986681465,1,1
3133,2020-05-20,HI,4,1.2857142857142858,980.5668078552172,1,1
35261,2020-05-21,HI,0,1.2857142857142858,974.5960723912202,1,0
2412,2020-05-22,HI,1,1.1428571428571428,980.9664545063305,1,0
36050,2020-05-23,HI,0,1.0,963.1616571156761,1,0
36506,2020-05-24,HI,0,1.0,942.7021223583771,1,0
734,2020-05-25,HI,0,0.8571428571428571,921.3827266755757,1,0
35897,2020-05-26,HI,0,0.7142857142857143,926.6906611701281,1,0
4119,2020-05-27,HI,2,0.42857142857142855,880.1006591315767,1,1
4104,2020-05-28,HI,3,0.8571428571428571,855.5049038483314,2,1
37257,2020-05-29,HI,3,1.1428571428571428,862.0879521619966,2,1
1124,2020-05-30,HI,0,1.1428571428571428,830.2673899748576,2,1
36001,2020-05-31,HI,0,1.1428571428571428,809.9667716143059,2,1
5669,2020-06-01,HI,1,1.2857142857142858,755.2395977258826,3,1
32134,2020-06-02,HI,1,1.4285714285714286,769.2511268658405,3,2
5013,2020-06-03,HI,1,1.2857142857142858,745.0853926476249,3,2
33940,2020-06-04,HI,6,1.7142857142857142,726.3541190060928,4,3
4,2020-06-05,HI,8,2.4285714285714284,697.452490430134,4,3
215,2020-06-06,HI,1,2.5714285714285716,660.2741398446169,5,4
35718,2020-06-07,HI,1,2.7142857142857144,623.3662370608619,5,4
33173,2020-06-08,HI,6,3.4285714285714284,601.397585449274,6,5
1800,2020-06-09,HI,4,3.857142857142857,582.4627737887606,6,6
4042,2020-06-10,HI,6,4.571428571428571,561.301932093592,7,7
32899,2020-06-11,HI,15,5.857142857142857,529.5579288319099,7,8
311,2020-06-12,HI,17,7.142857142857143,471.9505085052888,7,8
32408,2020-06-13,HI,5,7.714285714285714,495.4210514394435,8,9
3634,2020-06-14,HI,8,8.714285714285714,470.9259099866361,8,9
32284,2020-06-15,HI,3,8.285714285714286,458.3573580375546,9,10
4452,2020-06-16,HI,5,8.428571428571429,436.9548574146639,9,10
3329,2020-06-17,HI,18,10.142857142857142,429.6572515798771,10,11
37488,2020-06-18,HI,26,11.714285714285714,408.0193888876304,10,11
32800,2020-06-19,HI,12,11.0,389.07780470678836,11,11
5595,2020-06-20,HI,10,11.714285714285714,366.06068087612397,11,11
4931,2020-06-21,HI,4,11.142857142857142,348.4829101451901,12,11
35530,2020-06-22,HI,3,11.142857142857142,347.3269609730684,12,11
33274,2020-06-23,HI,13,12.285714285714286,349.56923146617135,13,11
36975,2020-06-24,HI,15,11.857142857142858,360.10781671159015,13,11
32439,2020-06-25,HI,16,10.428571428571429,357.0292192348637,14,12
32904,2020-06-26,HI,6,9.571428571428571,356.5320845319259,15,12
36817,2020-06-27,HI,26,11.857142857142858,365.4527622369701,15,13
2339,2020-06-28,HI,2,11.571428571428571,368.6533330313257,16,14
1280,2020-06-29,HI,18,13.714285714285714,368.5203288862714,17,15
34852,2020-06-30,HI,7,12.857142857142858,391.71559944732604,18,16
34374,2020-07-01,HI,20,13.571428571428571,400.03320573512417,18,18
2394,2020-07-02,HI,28,15.285714285714286,418.3960905116763,19,20
1733,2020-07-03,HI,24,17.857142857142858,432.1424947337425,20,21
35377,2020-07-04,HI,25,17.714285714285715,445.2055992208203,21,23
3913,2020-07-05,HI,7,18.428571428571427,454.50347686244294,21,24
1706,2020-07-06,HI,41,21.714285714285715,476.79011982151343,22,25
37391,2020-07-07,HI,22,23.857142857142858,495.2712179211306,23,26
338,2020-07-08,HI,34,25.857142857142858,524.6718158961696,24,27
32898,2020-07-09,HI,27,25.714285714285715,551.0033522843098,25,27
4440,2020-07-10,HI,41,28.142857142857142,578.4622754762281,26,26
35303,2020-07-11,HI,20,27.428571428571427,605.5569548574146,27,26
32644,2020-07-12,HI,20,29.285714285714285,631.2613649233276,28,25
900,2020-07-13,HI,22,26.571428571428573,648.8106865387663,30,24
34796,2020-07-14,HI,28,27.428571428571427,663.2333688192257,31,23
32564,2020-07-15,HI,19,25.285714285714285,684.9190921651676,33,23
4606,2020-07-16,HI,23,24.714285714285715,708.6539445967063,36,23
36311,2020-07-17,HI,19,21.571428571428573,729.8735871707171,38,23
4466,2020-07-18,HI,28,22.714285714285715,745.7168225780877,41,25
5206,2020-07-19,HI,12,21.571428571428573,760.0925728782076,45,28
37483,2020-07-20,HI,24,21.857142857142858,773.72939364425,48,32
3262,2020-07-21,HI,17,20.285714285714285,791.6084849033952,53,36
33071,2020-07-22,HI,54,25.285714285714285,807.0433078891931,57,42
3500,2020-07-23,HI,58,30.285714285714285,818.8449795012342,63,48
35717,2020-07-24,HI,70,37.57142857142857,835.4193752972886,68,54
33478,2020-07-25,HI,64,42.714285714285715,839.3526467190646,74,61
5125,2020-07-26,HI,28,45.0,839.8975967745587,81,68
3993,2020-07-27,HI,47,48.285714285714285,844.420145416657,87,76
214,2020-07-28,HI,110,61.57142857142857,849.7816258578902,94,85
2087,2020-07-29,HI,123,71.42857142857143,848.833540963555,101,94
774,2020-07-30,HI,122,80.57142857142857,847.529525017554,109,104
33142,2020-07-31,HI,87,83.0,839.7683526240683,116,114
3962,2020-08-01,HI,45,80.28571428571429,831.5416657228926,124,125
34813,2020-08-02,HI,207,105.85714285714286,819.8961924392395,132,135
3850,2020-08-03,HI,143,119.57142857142857,809.4477338105052,139,146
4409,2020-08-04,HI,171,128.28571428571428,797.4591496976147,147,155
37344,2020-08-05,HI,149,132.0,786.9738385920402,154,163
3141,2020-08-06,HI,201,143.28571428571428,772.8459534757299,161,170
33747,2020-08-07,HI,229,163.57142857142858,754.8222609798635,168,176
64,2020-08-08,HI,151,178.71428571428572,737.6367075131938,175,182
3369,2020-08-09,HI,140,169.14285714285714,717.9787764162267,181,190
35378,2020-08-10,HI,120,165.85714285714286,696.9503726018708,187,199
2531,2020-08-11,HI,199,169.85714285714286,684.9501007950348,192,208
2504,2020-08-12,HI,353,199.0,669.3298375954153,197,216
220,2020-08-13,HI,232,203.42857142857142,668.6492785793562,202,222
5299,2020-08-14,HI,283,211.14285714285714,655.9230107137191,206,224
34941,2020-08-15,HI,219,220.85714285714286,645.9044825477359,210,223
37471,2020-08-16,HI,174,225.71428571428572,624.5752565177012,214,222
551,2020-08-17,HI,134,227.71428571428572,599.6299576434346,217,222
35189,2020-08-18,HI,261,236.57142857142858,590.1351332986023,219,223
35766,2020-08-19,HI,235,219.71428571428572,594.2614328750366,221,226
250,2020-08-20,HI,230,219.42857142857142,580.3827493261455,223,229
32553,2020-08-21,HI,280,219.0,579.2802328478559,224,233
35785,2020-08-22,HI,247,223.0,565.6908423746855,224,237
445,2020-08-23,HI,169,222.28571428571428,558.0219937031416,224,240
34669,2020-08-24,HI,215,233.85714285714286,551.0042809576659,224,243
2095,2020-08-25,HI,275,235.85714285714286,561.8716165711566,222,246
35050,2020-08-26,HI,306,246.0,569.8035516093228,221,246
34633,2020-08-27,HI,263,250.71428571428572,577.1790301026069,218,244
32893,2020-08-28,HI,310,255.0,582.4957983193275,215,241
5373,2020-08-29,HI,200,248.28571428571428,579.9022401413393,211,236
4849,2020-08-30,HI,130,242.71428571428572,571.5672382160409,207,230
33378,2020-08-31,HI,179,237.57142857142858,561.773267797685,202,225
34062,2020-09-01,HI,339,246.71428571428572,564.1200933203469,197,219
34436,2020-09-02,HI,208,232.71428571428572,564.8108903938933,191,211
3546,2020-09-03,HI,267,233.28571428571428,572.0867290312349,185,200
32140,2020-09-04,HI,219,220.28571428571428,575.6920428548777,179,186
3309,2020-09-05,HI,161,214.71428571428572,564.2088835534212,173,171
3580,2020-09-06,HI,104,211.0,554.6637975945093,167,156
1148,2020-09-07,HI,66,194.85714285714286,556.5042469818113,160,144
36083,2020-09-08,HI,100,160.71428571428572,561.1626537407416,154,135
32183,2020-09-09,HI,167,154.85714285714286,568.774536229586,148,128
34249,2020-09-10,HI,167,140.57142857142858,570.2930530702845,142,123
33833,2020-09-11,HI,127,127.42857142857143,569.6165485061948,137,119
35509,2020-09-12,HI,114,120.71428571428571,559.5284151396405,132,115
4799,2020-09-13,HI,80,117.28571428571429,548.3856939002012,127,111
37364,2020-09-14,HI,65,117.14285714285714,545.4070080862532,123,108
